ID,WRKSTAT,MARITAL,AGEWED,SIBS,CHILDS,AGE,BIRTHMO,ZODIAC,EDUC,DEGREE,PADEG,MADEG,SEX,RACE,INCOME91,RINCOM91,REGION,XNORCSIZ,SIZE,PARTYID,VOTE92,POLVIEWS,CAPPUN,GUNLAW,GRASS,RELIG,LIFE,CHLDIDEL,PILLOK,SEXEDUC,SPANKING,LETDIE1,NEWS,TVHOURS,BIGBAND,BLUGRASS,COUNTRY,BLUES,MUSICALS,CLASSICL,FOLK,JAZZ,OPERA,RAP,HVYMETAL,ATTSPRTS,VISITART,TVSHOWS,TVNEWS,TVPBS,SCITEST4,PARTNERS,SEXFREQ,DWELOWN,SEI,COHORT,INCOME4,DEGREE2,AGECAT4,POLITICS,REGION4,MARRIED,CLASSIC3,JAZZ3,RAP3,BLUES3
98,5,1,23,8,5,75,1,11,16,3,0,0,1,1,14,0,3,3,19,1,1,4,1,1,2,2,2,-1,0,0,0,0,0,4,1,3,3,1,3,4,3,3,3,4,4,2,2,2,1,2,0,-1,-1,0,"76,4",1918,1,1,4,3,2,1,3,2,3,1
99,6,5,0,3,0,18,1,10,11,0,7,4,1,3,18,0,3,3,67,3,2,1,2,1,1,4,3,-1,0,0,0,0,0,1,2,4,4,2,3,2,2,1,3,2,4,1,1,2,2,1,2,2,6,0,"59,9",1975,3,0,1,1,2,2,1,1,1,1
100,1,5,0,3,0,31,7,4,16,3,3,2,1,1,17,17,3,3,67,5,2,6,1,1,0,2,2,4,4,2,2,2,3,2,8,8,4,4,3,3,4,3,3,4,3,1,1,4,1,4,4,1,5,2,"50,7",1962,2,1,2,5,2,2,2,2,3,3
101,3,5,0,3,0,27,3,12,11,0,7,1,2,1,4,4,3,3,67,2,2,3,1,1,0,1,3,2,3,1,4,1,4,5,2,3,5,2,3,5,5,3,5,4,1,2,2,3,3,2,1,1,4,3,"30,8",1966,1,0,1,2,2,2,3,2,3,1
102,1,1,20,2,2,45,11,8,15,1,0,1,1,1,20,20,2,1,7072,2,1,4,1,1,0,1,3,2,2,1,3,1,1,1,2,2,3,2,3,4,3,2,4,4,4,1,1,2,2,4,2,3,3,2,"63,5",1948,4,0,3,3,1,1,3,1,3,1
103,1,1,24,2,0,27,9,6,16,3,1,1,1,1,17,15,3,3,67,0,1,2,2,1,0,1,3,3,1,1,3,2,2,1,3,4,4,2,1,1,1,1,2,4,5,1,2,4,2,5,1,1,5,2,"97,2",1966,2,1,1,1,2,1,1,1,3,1
105,1,5,0,2,0,28,7,4,13,1,1,1,1,1,16,16,3,3,67,4,1,2,1,0,1,4,0,2,2,1,2,1,2,4,2,4,4,1,4,1,2,1,4,3,1,1,2,2,1,2,1,1,4,2,62,1965,2,0,1,1,2,2,1,1,2,1
106,3,1,20,7,5,52,5,2,14,1,1,1,1,1,21,18,3,5,4,4,1,5,1,0,2,1,0,2,2,1,3,2,1,1,2,3,2,2,3,3,3,1,3,4,4,1,2,3,1,1,2,1,5,1,78,1941,4,0,4,4,2,1,2,1,3,1
107,5,1,25,9,5,69,2,11,7,0,0,0,1,1,14,9,3,5,4,4,1,5,1,0,2,1,0,2,3,2,2,2,3,6,1,1,5,5,2,2,1,5,5,5,5,2,2,1,1,2,9,99,9,1,"29,2",1924,1,0,4,4,2,1,1,3,3,3
108,1,1,27,5,0,43,11,8,12,1,0,0,1,1,20,18,3,5,4,7,1,4,1,2,1,5,2,-1,0,0,0,0,0,3,3,2,2,2,2,2,2,2,3,3,3,1,2,2,1,2,2,1,3,0,"32,7",1950,4,0,3,3,2,1,1,1,2,1
109,1,1,24,1,0,28,3,12,16,3,1,0,1,1,19,15,3,5,4,6,1,6,1,8,2,2,2,-1,0,0,0,0,0,1,2,2,1,2,2,2,2,2,3,3,4,2,1,4,1,4,2,99,9,0,"50,7",1965,3,1,1,5,2,1,1,1,2,1
110,2,1,18,4,2,52,10,7,14,2,0,0,2,1,18,1,3,5,4,0,1,4,1,1,0,2,1,8,1,1,4,1,3,6,2,2,2,3,1,3,2,3,3,5,5,2,1,2,5,2,2,1,9,1,67,1941,3,0,4,3,2,1,2,2,3,2
112,2,1,20,3,3,37,2,11,17,3,0,1,2,1,20,17,3,5,4,4,1,6,1,0,2,2,0,2,3,1,3,1,1,4,2,2,2,2,2,2,2,2,2,4,4,1,2,3,1,2,9,1,2,1,"73,2",1956,4,1,2,5,2,1,1,1,3,1
113,2,1,19,4,2,36,9,6,12,1,1,3,2,1,22,22,3,5,4,2,1,4,8,0,2,1,0,3,1,1,1,2,3,2,4,3,1,8,2,8,2,4,8,5,5,1,2,1,4,4,4,1,3,1,"21,2",1957,4,0,2,3,2,1,#NULO!,3,3,#NULO!
114,1,1,19,6,0,24,1,11,12,1,1,8,2,1,17,10,3,5,4,2,1,4,1,1,0,4,2,2,4,1,4,1,3,2,4,4,2,2,4,4,4,4,4,4,4,1,2,2,1,2,1,1,6,2,"36,5",1969,2,0,1,3,2,1,3,3,3,1
115,1,1,37,2,2,51,2,12,19,4,3,3,1,1,21,21,9,5,15,2,1,2,2,1,1,4,3,-1,0,0,0,0,0,1,2,3,3,2,2,1,2,1,2,3,3,1,1,3,2,2,2,1,3,0,"92,3",1942,4,1,4,1,4,1,1,1,2,1
116,1,1,20,8,3,57,4,1,17,3,1,1,1,1,21,21,9,5,15,3,1,2,2,1,0,1,3,9,2,1,3,1,1,1,2,2,1,2,3,1,2,3,2,3,4,1,1,3,1,2,1,1,4,1,"86,7",1936,4,1,4,1,4,1,1,2,2,1
117,1,1,34,3,3,72,4,2,16,3,1,1,1,1,21,21,9,5,15,1,1,2,2,0,1,2,0,3,3,1,2,1,1,2,3,4,4,2,3,3,4,4,3,5,5,1,2,2,2,4,2,1,4,1,"66,1",1921,4,1,4,1,4,1,2,3,3,1
118,2,1,28,1,3,45,7,4,18,4,1,1,2,1,21,8,9,5,15,3,1,3,1,0,2,2,0,2,2,1,3,1,1,1,1,2,2,2,1,2,2,2,2,4,2,1,1,3,1,3,1,1,5,1,"35,4",1948,4,1,3,2,4,1,1,1,3,1
119,1,1,25,2,2,32,6,4,18,4,1,2,1,1,21,20,9,5,15,4,1,5,1,1,2,2,3,-1,0,0,0,0,0,1,2,3,1,2,2,2,3,2,3,2,4,1,1,3,2,2,1,1,4,0,"63,5",1961,4,1,2,4,4,1,1,1,1,1
121,7,2,17,10,1,63,9,7,9,1,0,0,2,2,6,0,9,1,339,0,1,7,2,1,0,1,3,4,1,1,3,2,3,16,1,3,5,8,4,2,3,4,1,3,2,2,2,1,1,1,8,1,2,2,"25,4",1930,1,0,4,5,4,2,1,3,2,#NULO!
122,1,5,0,5,0,50,10,7,15,2,0,7,1,2,16,16,9,1,339,0,1,1,2,0,2,1,0,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,0,-1,-1,2,"33,1",1943,2,0,4,1,4,2,1,1,1,1
123,5,2,19,1,2,71,10,7,7,0,0,7,2,2,7,0,9,1,339,0,1,8,2,1,0,1,2,4,1,1,1,2,5,4,1,8,2,1,2,3,8,1,4,4,8,2,2,1,5,2,8,0,0,2,"22,5",1922,1,0,4,#NULO!,4,2,2,1,3,1
124,4,2,30,11,1,59,2,11,16,1,0,0,1,3,9,9,9,1,339,0,1,2,1,0,8,4,0,3,1,1,3,1,1,3,1,3,3,4,1,1,2,1,1,5,5,2,1,2,1,1,1,1,3,2,"60,5",1934,1,0,4,1,4,2,1,1,3,3
125,6,5,0,3,0,30,8,5,16,3,3,1,1,1,20,0,5,3,44,6,3,4,1,1,2,5,2,-1,0,0,0,0,0,3,1,3,1,5,8,1,2,2,2,5,3,1,1,1,1,2,1,0,1,0,0,1963,4,1,2,3,3,2,1,1,3,3
126,7,1,26,3,2,37,4,2,12,1,0,0,2,1,15,2,5,3,44,1,2,4,1,0,2,1,0,2,4,1,2,1,2,8,8,8,1,5,2,4,3,4,4,4,5,2,1,1,3,1,2,1,5,2,"36,5",1956,2,0,2,3,3,1,3,3,3,3
127,2,1,18,19,8,54,5,2,8,0,0,0,2,1,8,1,5,3,44,3,2,5,8,1,0,1,1,2,3,2,2,2,5,7,4,1,1,4,4,5,4,4,5,5,5,2,2,1,4,8,4,1,2,1,"29,1",1939,1,0,4,4,3,1,3,3,3,3
128,1,1,18,0,2,43,11,8,6,0,7,8,1,1,18,14,5,3,44,5,2,5,1,1,2,1,3,-1,0,0,0,0,0,1,1,1,1,1,3,3,1,1,4,5,1,2,2,4,1,5,2,1,5,0,"31,5",1950,3,0,3,4,3,1,2,1,3,1
129,1,9,99,2,9,99,11,8,18,3,3,4,1,2,22,22,5,1,638,5,1,2,2,1,2,1,3,-1,0,0,0,0,0,2,2,8,8,2,2,3,5,3,2,8,5,1,1,2,1,1,8,1,9,0,74,9999,4,1,4,1,3,#NULO!,2,2,#NULO!,1
130,7,1,19,7,5,62,11,8,12,1,0,0,2,2,18,0,5,1,638,0,1,6,8,0,1,1,0,4,2,1,2,2,2,2,8,8,2,8,8,2,2,4,2,4,4,1,1,4,1,1,4,0,3,1,"23,3",1931,3,0,4,5,3,1,1,3,3,#NULO!
131,5,1,18,0,4,60,7,4,14,1,1,1,2,2,21,17,5,1,638,0,1,5,2,1,0,1,3,4,3,1,2,2,1,1,2,3,3,2,2,2,2,1,2,5,5,1,1,4,1,2,8,1,4,1,"69,7",1933,4,0,4,4,3,1,1,1,3,1
132,1,1,19,0,5,60,4,2,13,1,1,0,1,2,21,21,5,1,638,0,1,4,2,1,2,2,3,-1,0,0,0,0,0,2,2,2,2,1,2,2,2,1,2,3,4,1,1,3,1,3,4,1,9,0,"63,5",1933,4,0,4,3,3,1,1,1,2,1
133,1,1,28,1,2,46,11,8,16,3,3,3,2,2,21,22,5,1,638,3,1,4,2,1,0,1,3,8,2,1,2,1,1,2,2,4,4,2,2,2,4,2,5,5,5,1,1,3,1,3,8,1,9,1,"64,2",1947,4,1,3,3,3,1,1,1,3,1
135,7,3,18,10,2,30,3,12,12,1,1,1,2,1,7,0,7,3,139,3,2,4,1,0,1,1,0,2,2,1,2,1,4,8,5,3,2,2,5,5,4,2,5,5,5,2,2,1,1,5,3,1,5,2,"50,7",1963,1,0,2,3,3,2,3,1,3,1
136,1,1,26,1,0,27,1,10,15,1,7,1,1,1,19,15,7,5,1,4,2,6,1,2,0,1,2,2,1,1,2,1,3,3,4,2,1,3,5,5,5,2,5,3,5,1,2,2,3,3,2,1,4,1,"53,7",1966,3,0,1,5,3,1,3,1,2,2
137,1,3,19,1,2,45,6,3,12,1,1,1,2,1,18,16,7,5,1,5,2,4,1,1,0,1,2,2,2,1,2,2,1,3,2,5,1,3,1,2,2,4,2,5,5,1,2,1,1,4,4,1,5,1,"34,3",1948,3,0,3,3,3,2,1,3,3,2
138,1,1,21,2,4,51,1,11,16,3,0,0,1,1,99,20,7,5,1,6,1,6,1,2,0,1,2,2,4,2,2,1,2,3,3,2,4,5,3,2,3,4,4,5,5,2,1,4,1,3,4,1,5,1,"76,4",1942,4,1,4,5,3,1,1,3,3,3
139,1,1,28,1,0,38,12,9,16,3,3,3,1,1,20,19,7,5,1,4,1,6,1,2,2,1,2,-1,0,0,0,0,0,2,2,2,2,3,3,4,3,3,5,3,5,1,1,2,1,3,4,1,3,0,"76,4",1955,4,1,2,5,3,1,3,2,2,2
140,1,1,27,1,1,44,12,10,20,4,7,0,1,3,20,17,7,5,1,0,1,2,1,1,0,1,3,8,4,1,4,1,1,2,3,3,2,2,2,1,3,1,5,3,4,2,1,5,1,3,2,5,5,1,"85,1",1949,4,1,3,1,3,1,1,1,2,1
141,1,1,29,3,2,40,7,4,18,4,1,2,1,1,20,19,7,5,1,5,1,4,1,2,1,1,2,-1,0,0,0,0,0,1,3,2,4,2,3,3,3,2,4,5,4,1,1,3,1,2,1,1,4,0,"86,7",1953,4,1,3,3,3,1,2,1,3,1
143,1,1,19,3,1,51,9,6,12,1,1,1,1,1,20,16,7,5,1,5,1,5,1,2,0,1,3,9,4,1,1,2,2,99,3,2,1,3,3,3,2,3,3,5,5,1,1,2,2,2,4,1,3,1,"31,3",1942,4,0,4,4,3,1,2,2,3,2
144,2,1,19,2,2,40,6,3,14,1,1,1,2,1,22,22,7,5,1,6,1,6,1,0,2,1,0,2,4,2,2,1,2,1,3,2,2,2,3,4,2,2,5,5,5,1,2,4,2,4,4,1,5,1,"38,4",1953,4,0,3,5,3,1,3,1,3,1
145,7,1,29,3,1,34,9,7,14,1,3,1,2,1,21,9,7,5,10,5,1,3,1,0,2,1,0,3,1,1,2,1,1,5,4,3,3,2,2,4,4,3,4,5,5,1,2,1,1,3,4,1,5,1,"36,5",1959,4,0,2,2,3,1,3,2,3,1
146,3,2,17,0,3,54,7,5,12,1,8,1,2,1,9,8,7,5,1,2,2,4,1,1,0,1,3,2,1,1,3,1,5,4,1,1,1,1,1,1,1,1,1,5,3,2,2,3,1,3,2,1,0,1,"63,5",1939,1,0,4,3,3,2,1,1,3,1
147,1,1,21,5,2,59,5,3,20,4,0,0,1,1,21,21,7,5,1,6,1,5,1,2,0,1,3,5,4,2,2,2,1,1,2,2,2,3,4,1,2,3,4,5,5,2,1,2,1,3,4,1,3,1,"65,8",1934,4,1,4,4,3,1,1,2,3,2
148,1,5,0,6,0,36,11,8,12,1,1,1,1,1,20,19,7,5,1,3,1,2,1,1,0,2,3,8,1,1,1,2,1,1,2,1,1,3,8,2,2,2,4,5,4,1,1,2,1,2,1,1,5,1,81,1957,4,0,2,1,3,2,1,1,3,2
149,1,1,30,5,1,35,11,9,14,1,0,0,1,1,20,17,7,5,1,5,1,5,1,2,0,1,3,2,2,2,2,2,2,2,8,2,2,3,5,5,3,2,5,5,5,2,2,3,2,4,4,2,3,1,"54,7",1958,4,0,2,4,3,1,3,1,3,2
150,1,1,19,4,4,30,2,11,14,1,7,0,2,1,20,14,7,5,1,5,1,5,2,0,2,1,0,4,3,8,3,1,2,1,4,4,2,2,9,3,3,2,4,3,5,1,1,2,1,1,3,1,4,1,"52,5",1963,4,0,2,4,3,1,2,1,2,1
151,3,1,20,2,1,34,5,3,16,3,2,1,2,1,18,13,7,5,1,2,1,5,1,1,0,2,3,3,3,1,2,2,2,2,2,2,3,2,1,1,1,2,2,3,5,1,1,2,1,2,3,1,4,1,"76,5",1959,3,1,2,4,3,1,1,1,2,1
152,1,1,22,6,1,32,2,11,12,1,0,0,1,1,98,0,7,5,1,4,2,3,8,0,1,2,0,8,2,1,8,1,2,2,2,4,5,2,3,3,5,2,5,3,1,2,2,3,2,4,3,1,5,1,"64,1",1961,4,0,2,2,3,1,2,1,2,1
153,5,2,20,4,8,73,12,9,12,1,1,1,2,1,5,0,7,3,15,1,2,6,1,1,2,1,3,-1,0,0,0,0,0,2,2,2,1,3,2,3,2,3,2,4,5,2,2,2,1,2,8,0,0,0,0,1920,1,0,4,5,3,2,2,2,3,2
154,5,1,25,1,3,66,4,1,16,3,1,1,1,1,21,0,7,3,15,6,1,6,1,0,2,1,0,2,3,1,2,1,1,2,1,2,2,1,2,3,2,1,3,5,5,2,1,3,1,1,1,1,2,1,"47,6",1927,4,1,4,5,3,1,2,1,3,1
155,1,5,0,5,0,33,2,12,16,3,1,1,2,1,18,18,7,3,15,5,1,4,1,0,2,2,0,3,1,1,1,1,4,1,2,3,2,3,2,1,3,2,5,5,4,1,1,3,4,3,2,1,5,1,"64,1",1960,3,1,2,3,3,2,1,1,3,2
156,2,1,32,1,1,38,3,12,17,3,4,3,2,1,22,22,7,3,15,6,1,6,1,0,2,1,0,2,3,2,2,2,1,2,1,3,3,3,2,1,1,2,4,5,5,1,1,2,5,4,4,1,5,1,"73,7",1955,4,1,2,5,3,1,1,1,3,2
157,1,1,27,1,2,49,3,12,20,4,4,4,2,1,98,22,1,2,84,2,1,2,8,1,0,4,3,2,1,1,4,1,2,2,1,2,4,1,1,1,1,4,3,5,5,2,1,4,2,1,1,1,9,1,"31,2",1944,4,1,3,1,1,1,1,3,3,1
158,1,5,0,2,0,56,3,12,18,4,2,1,1,1,21,19,1,2,84,2,1,2,2,1,1,1,2,-1,0,0,0,0,0,1,2,8,4,2,1,1,2,2,1,5,5,2,1,5,1,1,1,0,0,0,"78,5",1937,4,1,4,1,1,2,1,1,3,1
159,1,1,31,1,2,55,7,5,20,4,0,1,1,1,21,21,1,2,84,4,2,6,1,1,2,3,2,-1,0,0,0,0,0,0,1,2,3,2,3,1,3,2,2,5,5,1,1,4,1,2,2,1,4,0,"97,2",1938,4,1,4,5,1,1,1,1,3,1
160,1,1,36,4,0,61,12,9,20,4,3,1,2,1,19,18,1,2,84,3,1,5,2,0,2,2,0,8,4,1,3,2,2,2,1,2,2,2,1,2,3,1,2,8,4,1,1,5,1,1,3,1,9,1,"64,1",1932,3,1,4,4,1,1,1,1,#NULO!,1
161,1,5,0,5,0,34,3,12,16,3,1,1,1,1,8,8,1,2,84,2,2,4,8,1,2,2,2,-1,0,0,0,0,0,1,3,3,3,2,4,5,2,5,5,5,5,1,1,4,3,3,4,1,5,0,"50,7",1959,1,1,2,3,1,2,3,3,3,1
162,2,5,0,3,0,43,8,5,17,3,3,3,2,1,11,11,1,2,84,2,1,2,2,1,2,2,3,-1,0,0,0,0,0,1,3,1,2,3,3,1,1,3,4,5,5,1,1,3,1,2,2,1,2,0,"53,5",1950,1,1,3,1,1,2,1,2,3,2
164,1,1,25,4,0,48,3,12,16,4,8,8,1,2,21,21,1,2,84,0,1,2,8,1,1,1,2,-1,0,0,0,0,0,2,3,4,3,1,2,1,3,3,4,3,5,1,1,2,1,2,1,1,3,0,"92,3",1945,4,1,3,1,1,1,1,2,2,1
165,1,4,31,4,2,43,6,4,16,3,8,1,2,1,20,3,1,5,4,4,1,4,1,1,8,5,2,-1,0,0,0,0,0,2,2,2,3,2,2,1,3,1,3,3,4,2,1,1,1,2,8,1,5,0,"50,7",1950,4,1,3,3,1,2,1,1,2,1
166,5,1,25,1,2,65,3,12,15,1,8,3,1,1,17,0,1,5,4,2,1,4,1,1,1,2,2,-1,0,0,0,0,0,1,1,3,3,2,3,4,3,1,4,4,4,2,2,5,1,3,2,1,1,0,"64,1",1928,2,0,4,3,1,1,3,1,3,1
167,4,4,26,4,2,35,7,4,12,0,1,1,1,1,17,17,1,5,4,2,1,4,1,1,1,2,3,-1,0,0,0,0,0,1,2,2,1,2,3,2,3,2,2,4,2,1,1,2,1,4,1,5,5,0,"29,2",1958,2,0,2,3,1,2,1,1,3,1
168,5,2,31,0,0,82,1,11,15,1,0,1,2,1,98,0,1,5,4,5,2,3,2,8,2,1,2,-1,0,0,0,0,0,2,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,8,0,-1,-1,0,"73,2",1911,4,0,4,2,1,2,#NULO!,#NULO!,#NULO!,#NULO!
169,2,1,22,2,5,62,3,12,12,1,8,8,2,1,98,98,1,5,4,1,1,3,2,1,2,2,3,-1,0,0,0,0,0,3,1,1,1,1,1,2,2,2,2,3,5,1,1,4,2,4,3,0,0,0,"29,8",1931,4,0,4,2,1,1,1,1,2,1
170,2,2,21,3,2,59,5,3,12,1,1,0,2,1,10,8,1,5,4,3,1,3,1,1,0,2,3,2,3,2,2,1,1,1,1,1,1,3,1,3,3,4,5,5,5,2,2,3,1,4,4,0,0,1,"63,5",1934,1,0,4,2,1,2,2,3,3,2
171,1,3,24,3,0,38,12,10,12,1,1,8,1,1,20,20,1,5,4,3,2,4,1,1,0,2,2,2,2,1,2,1,2,1,2,3,3,2,3,2,3,2,4,5,2,1,2,4,3,3,2,1,1,1,"63,5",1955,4,0,2,3,1,2,1,1,3,1
172,2,1,22,4,2,43,8,6,15,1,1,2,2,1,18,15,1,5,4,3,1,4,8,1,0,1,3,8,8,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,2,4,1,4,8,1,1,1,"73,2",1950,3,0,3,3,1,1,1,1,2,1
173,1,1,26,3,1,31,1,11,12,1,3,3,1,1,16,14,1,5,4,5,3,5,1,1,0,2,2,2,1,1,3,1,3,2,2,2,2,2,3,3,2,2,5,2,1,2,2,2,1,4,2,1,2,1,"32,3",1962,2,0,2,4,1,1,2,1,1,1
174,7,1,29,2,0,30,2,11,14,1,3,2,2,1,21,0,1,5,4,1,1,4,1,1,0,2,3,3,4,1,4,1,1,2,2,8,3,4,3,2,8,9,4,5,5,2,2,4,2,5,1,1,6,1,"53,1",1963,4,0,2,3,1,1,1,#NULO!,3,3
175,1,5,0,1,0,40,7,5,16,3,4,4,1,1,16,16,2,3,34,0,1,1,1,1,0,3,3,2,1,1,2,1,1,4,3,2,3,1,5,3,2,1,5,2,4,1,1,3,1,2,1,4,5,2,81,1953,2,1,3,1,1,2,2,1,1,1
176,1,5,0,2,0,27,1,11,17,3,1,1,1,1,16,16,2,3,34,7,1,5,1,1,2,2,2,-1,0,0,0,0,0,0,1,8,3,2,2,3,3,1,5,4,4,1,2,3,4,4,4,3,3,0,"65,8",1966,2,1,1,4,1,2,2,1,3,1
177,1,3,38,2,0,52,8,6,16,3,4,1,1,1,15,15,2,3,34,5,1,5,1,1,0,1,3,3,3,2,2,1,1,1,3,3,4,4,3,1,3,5,5,5,5,1,2,5,2,2,4,0,0,1,"53,7",1941,2,1,4,4,1,2,1,3,3,3
178,1,1,29,4,0,32,6,3,12,1,0,7,2,1,21,17,2,3,34,6,1,8,1,2,8,4,2,-1,0,0,0,0,0,2,4,3,5,3,4,3,5,2,4,2,5,2,2,5,1,2,4,1,6,0,38,1961,4,0,2,#NULO!,1,1,2,1,1,2
179,5,1,21,3,5,70,6,3,15,1,0,0,1,1,19,0,4,3,55,3,1,6,1,1,0,1,2,9,3,1,2,2,2,3,2,2,2,2,2,3,3,3,4,4,4,1,1,4,1,1,8,1,2,1,"83,7",1923,3,0,4,5,2,1,2,2,3,1
180,1,1,20,2,3,55,4,1,13,1,0,1,2,1,20,14,4,3,55,6,1,6,1,0,2,1,0,2,4,1,2,2,1,1,2,4,2,2,2,2,2,2,2,4,4,1,2,3,2,3,4,1,3,1,"51,9",1938,4,0,4,5,2,1,1,1,3,1
181,1,1,20,3,3,53,7,5,16,3,4,1,2,1,17,9,4,3,55,6,1,6,1,1,2,1,2,-1,0,0,0,0,0,1,1,2,2,1,1,2,2,1,4,3,4,1,1,2,1,2,9,1,4,0,"78,5",1940,2,1,4,5,2,1,1,1,2,1
182,7,3,18,3,3,35,11,8,12,1,4,4,2,1,13,0,4,3,55,6,1,6,1,1,0,1,3,2,1,1,1,1,5,2,4,3,4,2,2,2,4,2,4,2,4,1,2,3,1,5,4,4,6,2,"53,7",1958,1,0,2,5,2,2,1,1,1,1
183,7,2,26,6,1,99,99,99,20,4,0,3,2,1,22,0,4,3,55,3,1,6,2,0,2,1,0,5,4,1,2,2,1,1,2,8,5,4,2,2,4,4,2,5,5,2,1,4,1,3,0,-1,-1,1,"69,2",9999,4,1,4,5,2,2,1,3,3,3
185,7,2,16,4,6,79,3,1,8,0,0,0,2,1,6,0,3,3,37,3,1,3,1,1,2,1,1,-1,0,0,0,0,0,2,2,2,2,2,2,3,2,2,3,3,4,2,1,2,1,1,8,0,0,0,0,1914,1,0,4,2,2,2,2,1,2,1
186,2,2,16,10,5,72,6,3,8,0,0,0,2,1,9,8,3,3,37,3,1,4,1,1,0,1,1,4,4,2,2,2,2,6,4,1,1,3,3,4,2,4,4,5,8,2,2,1,1,5,9,0,0,2,"22,5",1921,1,0,4,3,2,2,3,3,3,2
187,7,2,23,6,2,81,11,8,6,0,0,0,2,1,5,0,3,3,37,1,1,5,1,1,2,2,1,-1,0,0,0,0,0,4,1,8,3,4,2,4,3,4,4,4,8,2,2,1,1,2,4,0,0,0,0,1912,1,0,4,4,2,2,3,3,3,3
188,7,2,20,5,2,76,99,99,14,0,7,0,2,1,22,22,3,3,37,3,3,3,1,8,0,2,2,3,8,2,3,8,2,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,-1,-1,9,"29,2",1917,4,0,4,2,2,2,#NULO!,#NULO!,#NULO!,#NULO!
189,1,1,23,4,1,30,99,99,16,2,1,1,1,1,20,18,3,3,37,1,1,3,1,1,8,2,3,-1,0,0,0,0,0,1,2,3,2,2,2,2,2,2,2,4,4,1,1,2,1,1,2,1,3,0,"44,7",1963,4,0,2,2,2,1,1,1,3,1
190,7,1,21,99,2,45,2,12,12,1,1,1,2,1,17,0,2,3,35,6,1,4,1,1,0,1,3,2,1,1,2,1,1,10,3,2,3,1,4,5,4,2,5,2,3,1,1,1,1,2,2,1,5,1,"31,4",1948,2,0,3,3,1,1,3,1,1,1
191,1,3,22,3,1,34,1,11,12,1,7,1,1,1,19,17,2,3,35,1,2,3,1,1,0,1,3,2,2,1,2,1,1,4,4,2,3,2,3,4,3,2,4,4,2,1,1,1,2,2,2,2,3,2,"38,5",1959,3,0,2,2,1,2,3,1,3,1
192,5,1,29,4,2,71,7,5,12,1,1,0,1,1,16,0,2,3,35,6,1,4,1,0,2,1,0,2,3,1,1,8,2,3,1,4,3,3,2,3,3,3,4,4,4,2,2,2,1,3,2,1,0,1,"53,3",1922,2,0,4,3,1,1,2,2,3,2
193,1,1,21,3,0,43,4,1,16,3,0,3,2,1,18,13,2,3,35,6,1,2,2,1,0,1,2,2,9,1,2,2,1,1,2,3,3,2,2,4,4,4,5,5,5,1,1,1,1,3,2,1,2,1,"52,3",1950,3,1,3,1,1,1,3,3,3,1
194,1,1,29,5,2,37,10,8,19,4,4,4,1,1,10,9,2,3,35,3,3,6,1,0,2,3,0,3,8,1,2,1,2,1,2,2,1,2,2,2,2,2,2,4,3,1,1,2,1,2,8,1,5,1,86,1956,1,1,2,5,1,1,1,1,3,1
196,7,2,30,10,4,80,2,12,12,1,0,0,2,1,12,0,2,3,35,3,1,4,2,1,0,2,2,2,2,1,2,1,1,99,2,2,2,2,2,1,8,2,1,4,5,2,1,2,1,2,3,0,0,1,"33,1",1913,1,0,4,3,1,2,1,1,3,1
197,5,1,18,0,1,75,1,10,12,1,0,0,2,1,15,8,5,3,21,1,1,5,1,1,0,1,2,2,2,1,3,1,1,3,1,2,2,3,1,2,2,2,2,5,5,2,1,2,1,3,4,0,0,1,"51,9",1918,2,0,4,4,3,1,1,1,3,2
198,5,1,25,2,6,67,11,8,14,1,0,0,1,1,15,0,5,3,21,3,1,5,1,0,8,1,0,9,2,1,2,1,1,3,2,3,1,3,2,3,4,3,4,5,5,1,2,1,1,2,9,1,3,1,"87,9",1926,2,0,4,4,3,1,2,2,3,2
199,1,1,18,5,2,42,6,4,12,1,1,0,2,3,18,11,5,3,21,0,1,6,8,0,2,1,0,3,2,1,3,1,2,6,2,2,3,3,2,2,3,2,3,3,3,1,2,3,2,4,2,1,4,1,"35,4",1951,3,0,3,5,3,1,1,1,2,2
200,7,2,26,6,2,76,1,11,12,1,0,0,2,1,13,0,5,3,21,6,1,6,1,0,2,1,0,3,1,1,3,1,2,2,1,3,2,3,2,2,1,3,2,3,3,1,2,2,1,2,8,0,0,1,0,1917,1,0,4,5,3,2,1,2,2,2
201,5,1,54,10,0,67,7,4,16,4,0,0,2,1,16,0,5,3,21,1,1,6,1,0,2,1,0,4,4,2,2,1,1,3,2,3,2,2,1,1,2,4,1,5,5,2,1,4,1,1,4,1,4,1,"85,1",1926,2,1,4,5,3,1,1,3,3,1
202,3,5,0,1,0,55,12,9,12,1,1,1,2,1,18,18,5,3,53,3,3,2,1,1,0,5,3,1,8,1,1,1,4,0,2,3,3,3,3,2,3,4,2,3,4,2,1,4,3,5,2,-1,-1,2,"86,9",1938,3,0,4,1,3,2,1,3,2,2
